Ticker;Field Mnemonic;Data State;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985
SK FP Equity;BEST_CUR_EV_TO_EBITDA;Dynamic;6,594651927;7,694394061;6,381495511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COOK US Equity;BEST_CUR_EV_TO_EBITDA;Dynamic;9,791838833;10,60657077;10,40703634;7,068488087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WHR US Equity;BEST_CUR_EV_TO_EBITDA;Dynamic;9,692450043;7,401943982;6,400334811;6,46709696;5,554365883;4,971142145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
002032 CH Equity;BEST_CUR_EV_TO_EBITDA;Dynamic;15,03949969;14,27738313;12,16608596;15,32813437;20,50702314;19,93255021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hardware Global Household Appliances ;EV_TO_T12M_SALES;Average;;0,918667019;0,9288463;1,253108029;1,566259875;1,300068134;0,960119127;1,47251471;1,271501678;1,343869225;0,995675953;1,008811319;0,806991762;0,754605943;1,137452319;0,946796012;0,65134853;0,923825588;0,661731818;0,596863209;0,614396454;0,568472364;0,548628476;0,83701802;0,857193463;1,133296618;0,944035912;1,247155582;1,107809653;0,70623122;0,776452338;1,04077309;0,672265281;0,628878738;0,499978135;0,594105555;0,642392715;0,632003482;;
ARCLK TI Equity;EV_TO_T12M_SALES;Dynamic;;0,603428416;0,487076007;0,746964387;0,631556864;0,696734133;0,643406596;0,929307241;1,091260245;0,861605676;1,009018675;0,967298049;0,910837;0,679537389;0,781138887;0,729363104;0,58101151;0,914722495;0,776134488;0,819310188;0,677546941;0,949914842;0,752753556;1,194904916;0,940046717;2,56690903;0,767339047;1,307223612;0,943573131;0,550539789;;;;;;;;;;
DLG IM Equity;EV_TO_T12M_SALES;Dynamic;;1,316998125;0,942434925;1,355943299;1,561257182;1,213025989;1,481958798;1,780728135;1,677297708;2,098106497;1,272372941;1,110885032;1,112570052;0,659133664;0,547329945;0,4286033;0,322465125;0,641637253;0,735368543;0,69536722;0,766426889;0,581400613;0,715737848;1,668415407;;;;;;;;;;;;;;;;
ELUXB SS Equity;EV_TO_T12M_SALES;Dynamic;;0,405880632;0,457247783;0,556204183;0,454488635;0,586847259;0,450880913;0,609485274;0,505116257;0,494093293;0,631578547;0,514642283;0,497017896;0,400225035;0,555215834;0,446052448;0,249546059;0,366610524;0,407220959;0,492905311;0,404925226;0,409461874;0,362125276;0,503593737;0,500966533;0,771755607;0,593680076;0,532371102;0,443751495;0,315520426;0,417134721;0,455053948;0,50368855;0,431928483;0,397019533;0,473807282;;;;
002705 CH Equity;EV_TO_T12M_SALES;Dynamic;;0,849023101;0,910643003;1,351548063;2,510247871;1,426560737;0,887755325;1,158835949;1,369624042;1,484753984;1,214427315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000651 CH Equity;EV_TO_T12M_SALES;Dynamic;;0,82481199;1,01095722;1,099539902;1,691383519;1,555402426;0,631129199;1,227109327;0,656255985;0,723701054;0,612475752;0,631393741;0,719459065;0,73894017;0,960659932;1,33156644;;1,039007221;0,390216424;0,396739036;0,51230206;0,35652609;0,391387009;0,593566649;0,607944853;0,977204181;1,365874056;1,710562003;2,158327181;;;;;;;;;;;
002508 CH Equity;EV_TO_T12M_SALES;Dynamic;;1,54178144;1,905679503;2,816092226;4,10452599;3,532004493;2,00693711;5,946934861;4,042165864;4,302810371;2,487939874;3,365547912;1,851635637;2,028177028;4,020666429;;;;;;;;;;;;;;;;;;;;;;;;;
600690 CH Equity;EV_TO_T12M_SALES;Dynamic;;0,651503465;0,816177706;1,072317648;1,131450246;0,842940901;0,63656298;0,900981578;0,809069478;;0,524233094;0,600645747;0,425710277;0,312534959;0,551938744;0,682963405;0,377117931;0,98717952;0,453582937;0,293439118;0,395414206;0,619406331;0,709820692;1,131680606;2,477744699;1,940262515;1,964092356;3,151621326;1,652972391;0,671700065;1,144985655;1,95482639;;;;;;;;
002242 CH Equity;EV_TO_T12M_SALES;Dynamic;;0,979028705;1,235009466;1,619153796;2,035494085;2,018150087;1,421155048;1,663854541;1,684699144;2,28513846;1,219753723;1,199232677;0,798650905;0,870244262;1,742423851;2,623938764;2,231912445;;;;;;;;;;;;;;;;;;;;;;;
066570 KS Equity;EV_TO_T12M_SALES;Dynamic;;0,313386389;0,27907413;0,406690366;0,498215784;0,326159496;0,30675699;0,404041539;0,278304665;0,286995461;0,299137043;0,320064208;0,350422075;0,320514476;0,402401154;0,405468439;0,381669314;0,514828056;0,494288059;0,618706629;0,507771402;0,510186417;0,650903849;;;;;;;;;;;;;;;;;
000333 CH Equity;EV_TO_T12M_SALES;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6752 JP Equity;EV_TO_T12M_SALES;Dynamic;;0,477704538;0,425839609;0,493647205;0,500113019;0,338693704;0,327778771;0,485090864;0,405167064;0,303386159;0,452124997;0,36183969;0,300902441;0,353180613;0,359873168;0,535765646;0,231025211;0,462495901;0,50299913;0,583553538;0,413174031;0,422369669;0,250999603;0,501084135;0,648383557;0,882865596;0,664180215;0,610525044;0,576581661;0,619035934;0,577489454;0,718729184;0,582947383;0,614279382;;;;;;
5947 JP Equity;EV_TO_T12M_SALES;Dynamic;;0,922127083;0,848216513;0,843829135;1,343527364;0,725274482;0,767249163;1,145179505;1,075441941;1,326467833;1,283790903;1,320370252;1,021500346;0,950048588;0,947915421;0,948811146;0,617210918;0,568697374;0,669671163;0,808454357;0,624516864;0,623455037;0,569114057;0,626751307;0,515801659;0,474128667;0,759465813;0,639707144;0,675630673;0,886809859;0,764483078;1,1344146;;;;;;;;
SK FP Equity;EV_TO_T12M_SALES;Dynamic;;1,034120411;0,827089024;1,164595314;1,338177599;1,206469394;1,09203616;1,500605169;1,710416304;1,081755411;0,854648745;0,903855844;0,82875743;0,89856334;1,106056131;0,704232788;0,551254837;0,83436967;0,700314904;0,805824085;0,703847022;0,699531514;0,632030224;0,713544817;0,684527754;0,853549828;0,836238669;1,240458971;1,630005706;1,066681535;1,030966137;1,071153779;0,818183304;;;;;;;
COOK US Equity;EV_TO_T12M_SALES;Dynamic;;1,275638288;1,22346032;2,335031931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WHR US Equity;EV_TO_T12M_SALES;Dynamic;;0,677644821;0,720839586;0,781211735;0,808895456;0,695547774;0,583860817;0,796378864;0,858720919;0,747348619;0,973415862;0,70708189;0,520214408;0,272538305;0,434829576;0,448476519;0,292830698;0,42069662;0,475528761;0,454332612;0,44425643;0,512471255;0,451412647;0,599620608;0,482131931;0,599697521;0,601417066;0,784775451;0,781634988;0,833330934;0,723654985;0,91046064;0,784241885;0,840428349;0,602936736;0,714403828;0,642392715;0,632003482;;
002032 CH Equity;EV_TO_T12M_SALES;Dynamic;;1,906927876;1,842949698;2,153851245;3,318304631;3,037143006;2,204199907;2,066673095;1,637483872;1,474137112;1,104545872;1,111689828;1,153215368;1,326239431;2,376431079;2,076310142;1,328789784;3,411836837;1,673724626;;1,308179927;;;;;;;;;;;;;;;;;;;
