Ticker;Field Mnemonic;Data State;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985
DT US Equity;EV_TO_T12M_EBITDA;Dynamic;72,49516665;97,42567343;73,1179125;106,0570526;1062,050879;1089,527028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDOG US Equity;EV_TO_T12M_EBITDA;Dynamic;816,7349025;836,4013092;19453,61526;2286,344216;1551,568847;1783,656254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIVN US Equity;EV_TO_T12M_EBITDA;Dynamic;;;3620,455255;6840,717367;469,5811338;141,992365;143,818198;525,2086097;400,0535798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FSLY US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FTNT US Equity;EV_TO_T12M_EBITDA;Dynamic;53,39877365;31,18193135;33,36609233;75,24238083;36,06361347;37,9529368;36,09896595;38,39801076;45,11529007;96,37411317;53,28035174;30,04826125;26,31422552;30,96224301;33,92385948;28,91145482;;;;;;;;;;;;;;;;;;;;;;;;
GEN US Equity;EV_TO_T12M_EBITDA;Dynamic;15,09659354;15,07005246;13,69219832;16,80026503;19,14406625;23,69244551;30,73209271;54,42779753;14,60904848;24,40481058;30,75681626;8,461251509;6,810038426;7,384098238;7,09573866;8,166700307;7,007220143;9,349976803;13,6933478;16,00944653;22,23459362;21,08078283;16,77651295;15,85240313;10,94573588;32,66471414;12,63898971;18,87104716;8,762904482;12,32910106;22,42370551;6,694058317;6,690061938;35,65026666;;;;;;
HCP US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INFA US Equity;EV_TO_T12M_EBITDA;Dynamic;170,3965138;179,3395289;124,0699667;138,1753481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KNBE US Equity;EV_TO_T12M_EBITDA;Dynamic;;389,162947;387,3346991;345,7656637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LSPD CN Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MSFT US Equity;EV_TO_T12M_EBITDA;Dynamic;24,68902962;26,24960266;17,56036399;29,58387157;24,00053856;20,51002069;15,75059379;15,8728045;12,68956337;15,83611485;9,699933288;8,220305742;7,024063634;5,932076745;7,767198055;10,6841706;6,135895295;15,51004858;14,92814587;15,60801898;22,49480241;22,57170382;18,29763351;30,0013139;16,92984302;53,87626681;44,65010756;27,26948231;25,81204328;20,43671435;16,25044575;13,89768111;19,90090493;25,92739039;18,45768601;16,92539226;13,24239278;20,33969206;15,51668917;
MDB US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NICE US Equity;EV_TO_T12M_EBITDA;Dynamic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCL US Equity;EV_TO_T12M_EBITDA;Dynamic;27,51969452;18,71409293;18,81277667;14,60088881;12,70748894;11,4780141;9,713919425;12,39610729;9,658338775;8,456584655;10,3767919;9,017705093;8,659894831;7,853241408;13,65417308;11,70634475;9,449016115;16,00718748;15,11307292;12,69341393;15,43927714;16,71621313;13,0562859;17,27034265;44,71722483;69,95850503;22,86196796;13,40210316;22,63927646;22,50992567;23,38444981;25,22814254;22,10081148;21,34481961;6,234704872;20,49185356;14,77236328;24,05376504;;
PANW US Equity;EV_TO_T12M_EBITDA;Dynamic;115,9951874;134,14259;441,9763923;3509,57086;308,1667849;207,6645621;;;;;;313,881933;333,2481657;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAY US Equity;EV_TO_T12M_EBITDA;Dynamic;80,71104839;40,15546953;36,04018716;152,3220244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCTY US Equity;EV_TO_T12M_EBITDA;Dynamic;30,99977566;40,19605126;75,49534276;116,7045309;97,19282763;69,4325231;65,90996569;83,7914664;140,8826335;;188,2414825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLYS US Equity;EV_TO_T12M_EBITDA;Dynamic;22,23098144;35,60344562;21,79744706;35,40873024;30,48149403;25,43225867;32,53501566;33,90020435;18,80650131;24,32061902;53,4728523;54,4373517;33,65006629;;;;;;;;;;;;;;;;;;;;;;;;;;;
